time_period,time_identifier,geographic_level,country_code,country_name,characteristic,characteristic_type,gender,number_of_pupils,elg_number,elg_percent,gld_number,gld_percent,point_score,average_point_score,gld_gap
201213,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Girls,29659,14996,51,16092,54,965554,32.6,-5.6
201213,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Boys,30897,11086,36,12529,41,930908,30.1,-3.3
201213,Academic year,National,E92000001,England,Ethnicity: major group,Black,Total,32305,15162,47,16360,51,1036706,32.1,-1
201213,Academic year,National,E92000001,England,Ethnicity: major group,Black,Girls,15967,8862,56,9357,59,534273,33.5,-1.3
201213,Academic year,National,E92000001,England,Ethnicity: major group,Black,Boys,16338,6300,39,7003,43,502433,30.8,-1
201213,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Total,2530,1156,46,1238,49,81756,32.3,-2.7
201213,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Girls,1249,648,52,681,55,41729,33.4,-5.3
201213,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Boys,1281,508,40,557,43,40027,31.2,-0.4
201213,Academic year,National,E92000001,England,Ethnicity: major group,Other,Total,9790,3969,41,4299,44,303729,31,-7.8
201213,Academic year,National,E92000001,England,Ethnicity: major group,Other,Girls,4742,2291,48,2415,51,153055,32.3,-8.9
201213,Academic year,National,E92000001,England,Ethnicity: major group,Other,Boys,5048,1678,33,1884,37,150674,29.8,-6.5
201213,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Total,53882,23582,44,24952,46,1740994,32.3,-5.4
201213,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Girls,26298,13573,52,14121,54,885037,33.7,-6.2
201213,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Boys,27584,10009,36,10831,39,855957,31,-4.6
201213,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Total,412587,213144,52,223529,54,13773660,33.4,2.5
201213,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Girls,200962,122306,61,126211,63,6963500,34.7,2.9
201213,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Boys,211625,90838,43,97318,46,6810160,32.2,2.1
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Total,1681,929,55,967,58,57456,34.2,5.8
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Girls,833,529,64,542,65,29417,35.3,5.2
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Boys,848,400,47,425,50,28039,33.1,6.2
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Total,542,116,21,128,24,15301,28.2,-28.1
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Girls,280,68,24,75,27,8153,29.1,-33.1
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Boys,262,48,18,53,20,7148,27.3,-23.6
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Total,1443,217,15,237,16,37767,26.2,-35.3
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Girls,713,142,20,154,22,19546,27.4,-38.3
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Boys,730,75,10,83,11,18221,25,-32.5
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Total,34178,13277,39,14148,41,1057637,30.9,-10.3
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Girls,16703,7693,46,8075,48,538724,32.3,-11.5
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Boys,17475,5584,32,6073,35,518913,29.7,-9.1
201213,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Total,8919,4199,47,4402,49,290858,32.6,-2.3
201213,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Girls,4365,2481,57,2556,59,148462,34,-1.3
201213,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Boys,4554,1718,38,1846,41,142396,31.3,-3.3
201213,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Total,4837,2365,49,2511,52,158780,32.8,0.2
201213,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Girls,2445,1427,58,1488,61,83747,34.3,1
201213,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Boys,2392,938,39,1023,43,75033,31.4,-1.1
201213,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Total,7965,4327,54,4560,57,268892,33.8,5.6
201213,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Girls,3921,2471,63,2549,65,137207,35,5.2
201213,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Boys,4044,1856,46,2011,50,131685,32.6,5.9
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Total,12087,6124,51,6486,54,402112,33.3,2
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Girls,5961,3561,60,3695,62,206170,34.6,2.1
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Boys,6126,2563,42,2791,46,195942,32,1.7
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Total,16554,8651,52,9377,57,548642,33.1,5
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Girls,8125,4870,60,5162,64,279226,34.4,3.7
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Boys,8429,3781,45,4215,50,269416,32,6.1
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Total,23070,8471,37,9455,41,692818,30,-10.7
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Girls,11275,4913,44,5360,48,352025,31.2,-12.3
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Boys,11795,3558,30,4095,35,340793,28.9,-9.2
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Total,9008,3648,40,4050,45,277738,30.8,-6.7
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Girls,4393,2157,49,2331,53,141814,32.3,-6.8
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Boys,4615,1491,32,1719,37,135924,29.5,-6.6
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Total,11924,5312,45,5739,48,377264,31.6,-3.5
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Girls,5866,3056,52,3239,55,192489,32.8,-4.6
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Boys,6058,2256,37,2500,41,184775,30.5,-2.6
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Total,6238,2865,46,3063,49,201571,32.3,-2.6
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Girls,3129,1726,55,1812,58,105557,33.7,-1.9
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Boys,3109,1139,37,1251,40,96014,30.9,-3.6
201213,Academic year,National,E92000001,England,Ethnicity: minor group,African,Total,21862,10352,47,11216,51,701119,32.1,-0.4
201213,Academic year,National,E92000001,England,Ethnicity: minor group,African,Girls,10766,6007,56,6351,59,359986,33.4,-0.9
201213,Academic year,National,E92000001,England,Ethnicity: minor group,African,Boys,11096,4345,39,4865,44,341133,30.7,0
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Total,4205,1945,46,2081,49,134016,31.9,-2.2
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Girls,2072,1129,54,1194,58,68730,33.2,-2.2
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Boys,2133,816,38,887,42,65286,30.6,-2.3
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Total,2530,1156,46,1238,49,81756,32.3,-2.7
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Girls,1249,648,52,681,55,41729,33.4,-5.3
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Boys,1281,508,40,557,43,40027,31.2,-0.4
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Total,9790,3969,41,4299,44,303729,31,-7.8
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Girls,4742,2291,48,2415,51,153055,32.3,-8.9
201213,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Boys,5048,1678,33,1884,37,150674,29.8,-6.5
201213,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Total,53882,23582,44,24952,46,1740994,32.3,-5.4
201213,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Girls,26298,13573,52,14121,54,885037,33.7,-6.2
201213,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Boys,27584,10009,36,10831,39,855957,31,-4.6
201213,Academic year,National,E92000001,England,First language,English,Total,448550,231177,52,242802,54,14953722,33.3,10.6
201213,Academic year,National,E92000001,England,First language,English,Girls,219051,133025,61,137440,63,7582631,34.6,12.4
201213,Academic year,National,E92000001,England,First language,English,Boys,229499,98152,43,105362,46,7371091,32.1,8.8
201213,Academic year,National,E92000001,England,First language,Other than English,Total,108629,43378,40,47331,44,3350853,30.8,.
201213,Academic year,National,E92000001,England,First language,Other than English,Girls,53168,25071,47,26772,50,1707412,32.1,.
201213,Academic year,National,E92000001,England,First language,Other than English,Boys,55461,18307,33,20559,37,1643441,29.6,.
201213,Academic year,National,E92000001,England,First language,unclassified,Total,86123,40094,47,42305,49,2817535,32.7,.
201213,Academic year,National,E92000001,England,First language,unclassified,Girls,41879,22952,55,23799,57,1424531,34,.
201213,Academic year,National,E92000001,England,First language,unclassified,Boys,44244,17142,39,18506,42,1393004,31.5,.
201213,Academic year,National,E92000001,England,FSM,FSM,Total,118945,39708,33,43079,36,3561330,29.9,19
201213,Academic year,National,E92000001,England,FSM,FSM,Girls,58303,24181,41,25674,44,1824476,31.3,19.4
201213,Academic year,National,E92000001,England,FSM,FSM,Boys,60642,15527,26,17405,29,1736854,28.6,18.6
201213,Academic year,National,E92000001,England,FSM,All other pupils,Total,524357,274941,52,289359,55,17560780,33.5,.
201213,Academic year,National,E92000001,England,FSM,All other pupils,Girls,255795,156867,61,162337,63,8890098,34.8,.
201213,Academic year,National,E92000001,England,FSM,All other pupils,Boys,268562,118074,44,127022,47,8670682,32.3,.
201213,Academic year,National,E92000001,England,Month of birth,Autumn born,Total,211655,126960,60,133404,63,7381558,34.9,22.7
201213,Academic year,National,E92000001,England,Month of birth,Autumn born,Girls,103014,70564,68,72839,71,3718402,36.1,22.2
201213,Academic year,National,E92000001,England,Month of birth,Autumn born,Boys,108641,56396,52,60565,56,3663156,33.7,23.3
201213,Academic year,National,E92000001,England,Month of birth,Spring born,Total,209083,103364,49,109323,52,6872152,32.9,.
201213,Academic year,National,E92000001,England,Month of birth,Spring born,Girls,102029,59901,59,62258,61,3486924,34.2,.
201213,Academic year,National,E92000001,England,Month of birth,Spring born,Boys,107054,43463,41,47065,44,3385228,31.6,.
201213,Academic year,National,E92000001,England,Month of birth,Summer born,Total,222564,84325,38,89711,40,6868400,30.9,.
201213,Academic year,National,E92000001,England,Month of birth,Summer born,Girls,109055,50583,46,52914,49,3509248,32.2,.
201213,Academic year,National,E92000001,England,Month of birth,Summer born,Boys,113509,33742,30,36797,32,3359152,29.6,.
201213,Academic year,National,E92000001,England,SEN,No identified SEN,Total,566076,301432,53,318204,56,19094277,33.7,42.1
201213,Academic year,National,E92000001,England,SEN,No identified SEN,Girls,287865,174767,61,181451,63,9988123,34.7,44.7
201213,Academic year,National,E92000001,England,SEN,No identified SEN,Boys,278211,126665,46,136753,49,9106154,32.7,36.9
201213,Academic year,National,E92000001,England,SEN,All SEN,Total,63148,8131,13,8923,14,1591811,25.2,.
201213,Academic year,National,E92000001,England,SEN,All SEN,Girls,19196,3339,17,3526,18,500923,26.1,.
201213,Academic year,National,E92000001,England,SEN,All SEN,Boys,43952,4792,11,5397,12,1090888,24.8,.
201213,Academic year,National,E92000001,England,SEN,SEN without a statement,Total,55144,7992,14,8766,16,1435295,26,.
201213,Academic year,National,E92000001,England,SEN,SEN without a statement,Girls,16885,3278,19,3459,20,455259,27,.
201213,Academic year,National,E92000001,England,SEN,SEN without a statement,Boys,38259,4714,12,5307,14,980036,25.6,.
201213,Academic year,National,E92000001,England,SEN,unclassified,Total,22082,5225,24,5468,25,592538,26.8,.
201213,Academic year,National,E92000001,England,SEN,unclassified,Girls,9348,3003,32,3101,33,271192,29,.
201213,Academic year,National,E92000001,England,SEN,unclassified,Boys,12734,2222,17,2367,19,321346,25.2,.
201213,Academic year,National,E92000001,England,SEN primary need,Specific learning difficulty,Total,771,49,6,56,7,17136,22.2,.
201213,Academic year,National,E92000001,England,SEN primary need,Specific learning difficulty,Girls,223,15,7,15,7,4859,21.8,.
201213,Academic year,National,E92000001,England,SEN primary need,Specific learning difficulty,Boys,548,34,6,41,7,12277,22.4,.
201213,Academic year,National,E92000001,England,SEN primary need,Moderate learning difficulty,Total,2326,84,4,100,4,49693,21.4,.
201213,Academic year,National,E92000001,England,SEN primary need,Moderate learning difficulty,Girls,704,37,5,43,6,15297,21.7,.
201213,Academic year,National,E92000001,England,SEN primary need,Moderate learning difficulty,Boys,1622,47,3,57,4,34396,21.2,.
201213,Academic year,National,E92000001,England,SEN primary need,Severe learning difficulty,Total,1499,6,0,7,0,26687,17.8,.
201213,Academic year,National,E92000001,England,SEN primary need,Severe learning difficulty,Girls,460,3,1,3,1,8190,17.8,.
201213,Academic year,National,E92000001,England,SEN primary need,Severe learning difficulty,Boys,1039,3,0,4,0,18497,17.8,.
201213,Academic year,National,E92000001,England,SEN primary need,Profound and multiple learning difficulties,Total,742,7,1,8,1,13145,17.7,.
201213,Academic year,National,E92000001,England,SEN primary need,Profound and multiple learning difficulties,Girls,327,5,2,5,2,5834,17.8,.
201213,Academic year,National,E92000001,England,SEN primary need,Profound and multiple learning difficulties,Boys,415,2,0,3,1,7311,17.6,.
201213,Academic year,National,E92000001,England,SEN primary need,Speech; language and communication difficulty,Total,18070,2674,15,2872,16,459609,25.4,.
201213,Academic year,National,E92000001,England,SEN primary need,Speech; language and communication difficulty,Girls,5145,1003,19,1039,20,135501,26.3,.
201213,Academic year,National,E92000001,England,SEN primary need,Speech; language and communication difficulty,Boys,12925,1671,13,1833,14,324108,25.1,.
201213,Academic year,National,E92000001,England,SEN primary need,Hearing impairment,Total,845,165,20,171,20,22511,26.6,.
201213,Academic year,National,E92000001,England,SEN primary need,Hearing impairment,Girls,375,92,25,95,25,10281,27.4,.
201213,Academic year,National,E92000001,England,SEN primary need,Hearing impairment,Boys,470,73,16,76,16,12230,26,.
201213,Academic year,National,E92000001,England,SEN primary need,Visual impairment,Total,488,106,22,118,24,13741,28.2,.
201213,Academic year,National,E92000001,England,SEN primary need,Visual impairment,Girls,209,54,26,57,27,5954,28.5,.
201213,Academic year,National,E92000001,England,SEN primary need,Visual impairment,Boys,279,52,19,61,22,7787,27.9,.
201213,Academic year,National,E92000001,England,SEN primary need,Multi sensory impairment,Total,85,6,7,8,9,1907,22.4,.
201213,Academic year,National,E92000001,England,SEN primary need,Multi sensory impairment,Girls,31,2,6,3,10,689,22.2,.
201213,Academic year,National,E92000001,England,SEN primary need,Multi sensory impairment,Boys,54,4,7,5,9,1218,22.6,.
201213,Academic year,National,E92000001,England,SEN primary need,Physical disability,Total,1800,197,11,217,12,45369,25.2,.
201213,Academic year,National,E92000001,England,SEN primary need,Physical disability,Girls,748,89,12,99,13,19060,25.5,.
201213,Academic year,National,E92000001,England,SEN primary need,Physical disability,Boys,1052,108,10,118,11,26309,25,.
201213,Academic year,National,E92000001,England,SEN primary need,Autistic spectrum disorder,Total,3807,130,3,152,4,79007,20.8,.
201213,Academic year,National,E92000001,England,SEN primary need,Autistic spectrum disorder,Girls,593,37,6,41,7,12695,21.4,.
201213,Academic year,National,E92000001,England,SEN primary need,Autistic spectrum disorder,Boys,3214,93,3,111,3,66312,20.6,.
201213,Academic year,National,E92000001,England,SEN primary need,Other difficulty or disability,Total,1309,222,17,242,18,33303,25.4,.
201213,Academic year,National,E92000001,England,SEN primary need,Other difficulty or disability,Girls,489,115,24,117,24,12907,26.4,.
201213,Academic year,National,E92000001,England,SEN primary need,Other difficulty or disability,Boys,820,107,13,125,15,20396,24.9,.
