time_period,time_identifier,geographic_level,country_code,country_name,characteristic,characteristic_type,gender,elg_category,number_of_pupils,emerging_number,expected_number,exceeded_number,emerging_percent,expected_percent,exceeded_percent
201819,Academic year,National,E92000001,England,SEN,unclassified,Girls,Understanding,6208,1550,3402,1256,25,55,20
201819,Academic year,National,E92000001,England,SEN,unclassified,Boys,Understanding,6588,2059,3478,1051,31,53,16
201819,Academic year,National,E92000001,England, , ,Total,Speaking,638946,93534,417906,127506,15,65,20
201819,Academic year,National,E92000001,England, , ,Girls,Speaking,311521,32007,207914,71600,10,67,23
201819,Academic year,National,E92000001,England, , ,Boys,Speaking,327425,61527,209992,55906,19,64,17
201819,Academic year,National,E92000001,England,Ethnicity: major group,White,Total,Speaking,459403,60265,302472,96666,13,66,21
201819,Academic year,National,E92000001,England,Ethnicity: major group,White,Girls,Speaking,224063,20487,149537,54039,9,67,24
201819,Academic year,National,E92000001,England,Ethnicity: major group,White,Boys,Speaking,235340,39778,152935,42627,17,65,18
201819,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Total,Speaking,41685,5555,27197,8933,13,65,21
201819,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Girls,Speaking,20335,1794,13474,5067,9,66,25
201819,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Boys,Speaking,21350,3761,13723,3866,18,64,18
201819,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Total,Speaking,69185,12970,45064,11151,19,65,16
201819,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Girls,Speaking,33648,4384,22906,6358,13,68,19
201819,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Boys,Speaking,35537,8586,22158,4793,24,62,13
201819,Academic year,National,E92000001,England,Ethnicity: major group,Black,Total,Speaking,31136,5935,20206,4995,19,65,16
201819,Academic year,National,E92000001,England,Ethnicity: major group,Black,Girls,Speaking,15200,1895,10350,2955,12,68,19
201819,Academic year,National,E92000001,England,Ethnicity: major group,Black,Boys,Speaking,15936,4040,9856,2040,25,62,13
201819,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Total,Speaking,3002,523,1999,480,17,67,16
201819,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Girls,Speaking,1413,199,976,238,14,69,17
201819,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Boys,Speaking,1589,324,1023,242,20,64,15
201819,Academic year,National,E92000001,England,Ethnicity: major group,Other,Total,Speaking,12048,3022,7575,1451,25,63,12
201819,Academic year,National,E92000001,England,Ethnicity: major group,Other,Girls,Speaking,5889,1137,3939,813,19,67,14
201819,Academic year,National,E92000001,England,Ethnicity: major group,Other,Boys,Speaking,6159,1885,3636,638,31,59,10
201819,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Total,Speaking,22487,5264,13393,3830,23,60,17
201819,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Girls,Speaking,10973,2111,6732,2130,19,61,19
201819,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Boys,Speaking,11514,3153,6661,1700,27,58,15
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Total,Speaking,409675,48391,271057,90227,12,66,22
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Girls,Speaking,199805,16097,133302,50406,8,67,25
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Boys,Speaking,209870,32294,137755,39821,15,66,19
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Total,Speaking,1551,169,936,446,11,60,29
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Girls,Speaking,777,52,475,250,7,61,32
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Boys,Speaking,774,117,461,196,15,60,25
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Total,Speaking,665,204,394,67,31,59,10
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Girls,Speaking,335,74,227,34,22,68,10
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Boys,Speaking,330,130,167,33,39,51,10
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Total,Speaking,2151,870,1198,83,40,56,4
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Girls,Speaking,1081,357,671,53,33,62,5
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Boys,Speaking,1070,513,527,30,48,49,3
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Total,Speaking,45361,10631,28887,5843,23,64,13
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Girls,Speaking,22065,3907,14862,3296,18,67,15
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Boys,Speaking,23296,6724,14025,2547,29,60,11
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Total,Speaking,9814,1216,6699,1899,12,68,19
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Girls,Speaking,4901,400,3384,1117,8,69,23
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Boys,Speaking,4913,816,3315,782,17,67,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Total,Speaking,5777,842,3761,1174,15,65,20
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Girls,Speaking,2807,266,1855,686,9,66,24
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Boys,Speaking,2970,576,1906,488,19,64,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Total,Speaking,10305,1272,6511,2522,12,63,24
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Girls,Speaking,5024,410,3203,1411,8,64,28
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Boys,Speaking,5281,862,3308,1111,16,63,21
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Total,Speaking,15789,2225,10226,3338,14,65,21
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Girls,Speaking,7603,718,5032,1853,9,66,24
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Boys,Speaking,8186,1507,5194,1485,18,63,18
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Total,Speaking,20363,2750,13220,4393,14,65,22
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Girls,Speaking,9902,850,6612,2440,9,67,25
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Boys,Speaking,10461,1900,6608,1953,18,63,19
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Total,Speaking,27141,5665,17931,3545,21,66,13
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Girls,Speaking,13184,1994,9116,2074,15,69,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Boys,Speaking,13957,3671,8815,1471,26,63,11
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Total,Speaking,10212,2201,6453,1558,22,63,15
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Girls,Speaking,4993,745,3339,909,15,67,18
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Boys,Speaking,5219,1456,3114,649,28,60,12
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Total,Speaking,11469,2354,7460,1655,21,65,14
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Girls,Speaking,5569,795,3839,935,14,69,17
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Boys,Speaking,5900,1559,3621,720,26,61,12
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Total,Speaking,5270,780,3624,866,15,69,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Girls,Speaking,2554,245,1803,506,10,71,20
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Boys,Speaking,2716,535,1821,360,20,67,13
201819,Academic year,National,E92000001,England,Ethnicity: minor group,African,Total,Speaking,21432,4274,13721,3437,20,64,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,African,Girls,Speaking,10474,1354,7065,2055,13,67,20
201819,Academic year,National,E92000001,England,Ethnicity: minor group,African,Boys,Speaking,10958,2920,6656,1382,27,61,13
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Total,Speaking,4434,881,2861,692,20,65,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Girls,Speaking,2172,296,1482,394,14,68,18
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Boys,Speaking,2262,585,1379,298,26,61,13
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Total,Speaking,3002,523,1999,480,17,67,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Girls,Speaking,1413,199,976,238,14,69,17
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Boys,Speaking,1589,324,1023,242,20,64,15
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Total,Speaking,12048,3022,7575,1451,25,63,12
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Girls,Speaking,5889,1137,3939,813,19,67,14
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Boys,Speaking,6159,1885,3636,638,31,59,10
201819,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Total,Speaking,22487,5264,13393,3830,23,60,17
201819,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Girls,Speaking,10973,2111,6732,2130,19,61,19
201819,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Boys,Speaking,11514,3153,6661,1700,27,58,15
201819,Academic year,National,E92000001,England,English as another language,English,Total,Speaking,500066,60548,330116,109402,12,66,22
201819,Academic year,National,E92000001,England,English as another language,English,Girls,Speaking,244135,19955,162859,61321,8,67,25
201819,Academic year,National,E92000001,England,English as another language,English,Boys,Speaking,255931,40593,167257,48081,16,65,19
201819,Academic year,National,E92000001,England,English as another language,Other than English,Total,Speaking,123805,28992,79178,15635,23,64,13
201819,Academic year,National,E92000001,England,English as another language,Other than English,Girls,Speaking,60043,10393,40727,8923,17,68,15
201819,Academic year,National,E92000001,England,English as another language,Other than English,Boys,Speaking,63762,18599,38451,6712,29,60,11
201819,Academic year,National,E92000001,England,English as another language,unclassified,Total,Speaking,15075,3994,8612,2469,26,57,16
201819,Academic year,National,E92000001,England,English as another language,unclassified,Girls,Speaking,7343,1659,4328,1356,23,59,18
201819,Academic year,National,E92000001,England,English as another language,unclassified,Boys,Speaking,7732,2335,4284,1113,30,55,14
201819,Academic year,National,E92000001,England,FSM,FSM,Total,Speaking,89742,21260,59122,9360,24,66,10
201819,Academic year,National,E92000001,England,FSM,FSM,Girls,Speaking,43796,7601,30672,5523,17,70,13
201819,Academic year,National,E92000001,England,FSM,FSM,Boys,Speaking,45946,13659,28450,3837,30,62,8
201819,Academic year,National,E92000001,England,FSM,All other pupils,Total,Speaking,549204,72274,358784,118146,13,65,22
201819,Academic year,National,E92000001,England,FSM,All other pupils,Girls,Speaking,267725,24406,177242,66077,9,66,25
201819,Academic year,National,E92000001,England,FSM,All other pupils,Boys,Speaking,281479,47868,181542,52069,17,64,18
201819,Academic year,National,E92000001,England,Month of birth,Autumn born,Total,Speaking,217750,21995,132112,63643,10,61,29
